Sample_text,Category,Final Label,Reasoning
জীবনের প্রতি দু‘টো দৃষ্টিভঙ্গি প্রচলিত রয়েছে। একটি হলো বস্তুবাদী দৃষ্টিভঙ্গি অপরটি হলো সঠিক (ইসলামী) দৃষ্টিভঙ্গি। এ উভয় দৃষ্টিভঙ্গির প্রভাব মানব জাতির মধ্যে পরিলক্ষিত হয়।,Religious,Not Hateful,"- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।"
সে দুনিয়া ও আখেরাতে ক্ষতিগ্রস্ত। এটাই তো সুস্পষ্ট ক্ষতি।,Religious,Not Hateful,"- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।"
"যিনি সৃষ্টি করেছেন মৃত্যু ও জীবন, যাতে তোমাদেরকে পরীক্ষা করেন কে তোমাদের মধ্যে শ্রেষ্ঠ?",Religious,Not Hateful,"- সবার জন্য সম্মানজনক এবং গ্রহণযোগ্য বাক্য।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।"
"ভূ-পৃষ্ঠের সব কিছুকেই আমি পৃথিবীর শোভা করে দিয়েছি, মানুষকে এ পরীক্ষা করার জন্য যে, তাদের মধ্যে কে কর্মে শ্রেষ্ঠ।",Religious,Not Hateful,"- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।
- সবার জন্য সম্মানজনক এবং গ্রহণযোগ্য বাক্য।"
"তারা বলে, আমাদের এ পার্থিব জীবনই একমাত্র জীবন এবং আমরা পুনরুত্থিত হব না।",Religious,Not Hateful,"- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।
- মন্তব্যটি গঠনমূলক ও সৌজন্যমূলক আচরণ নির্দেশ করে।
- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।"
"নিশ্চয়ই যেসব লোক আমার সাক্ষাৎ লাভের আশা রাখে না এবং পার্থিব জীবন নিয়ে সন্তুষ্ট ও তা নিয়েই পরিতৃপ্ত থাকে এবং যারা আমার নিদর্শন সমূহ সম্পর্কে গাফিল, এমন লোকদের আবাস হল অগ্নি- তাদের কৃতকর্মের বদলা হিসাবে।",Religious,Not Hateful,"- সবার জন্য সম্মানজনক এবং গ্রহণযোগ্য বাক্য।
- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।
- মন্তব্যটি নিরপেক্ষ এবং অমর্যাদাকর নয়।"
যে ব্যক্তি পার্থিব জীবন ও এর চাকচিক্য কামনা করে আমি তাদেরকে দুনিয়াতেই তাদের আমলের পূর্ণ প্রতিফল প্রদান করি এবং এখানে তাদেরকে কম দেয়া হবে না।,Religious,Not Hateful,"- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।
- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।"
"এদেরই জন্য আখেরাতে অগ্নি ব্যতীত অন্য কিছুই নাই এবং তারা এখানে যা করে, আখেরাতে তা নিষ্ফল হয়ে যাবে। আর তারা যে সব কাজ-কর্ম করে সবই নির্থক।",Religious,Not Hateful,"- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- সবার জন্য সম্মানজনক এবং গ্রহণযোগ্য বাক্য।"
জীবনের প্রকৃত কদর এরা বুঝতে পারেনি এবং জীবনের প্রতি এদের দৃষ্টিভঙ্গি পশুর দৃষ্টিভঙ্গিকে অতিক্রম করে যেতে পারেনি।,Religious,Not Hateful,"- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।
- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।"
বরং এরা তো পশুর চেয়েও অধম। কেননা তারা তাদের বিবেক-বুদ্ধিকে অকার্যকর করে সমস্ত শক্তি-সামর্থ্য বস্তুবাদের প্রতি নিয়োজিত করেছে।,Religious,Not Hateful,"- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।
- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।"
এমন জিনিসের পেছনে তারা তাদের সমস্ত সময় ব্যয় করে দিচ্ছে যা তাদের জন্য স্থায়ী নয় এবং তারাও তা স্থায়ীভাবে ভোগ করতে পারবে না।,Religious,Not Hateful,"- মন্তব্যটি নিরপেক্ষ এবং অমর্যাদাকর নয়।
- মন্তব্যটি গঠনমূলক ও সৌজন্যমূলক আচরণ নির্দেশ করে।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।"
রাসূলুল্লাহ সাল্লাহু আলাইহি ওয়া সাল্লাম বলেছেন- আমি এবং ইয়াতীমের প্রতিপালনকারী জান্নাতে এভাবে থাকব। এই বলে তিনি শাহাদত ও মধ্যমা অঙ্গুলীর দিকে ইশারা করলেন এবং মাঝে একটু ফাঁক রাখলেন।,Religious,Not Hateful,"- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।
- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।
- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।"
"তোমাদের প্রতি আল্লাহর অনুগ্রহ ও দয়া না থাকলে , তোমরা যাতে লিপ্ত ছিলে তার কারনে কঠিন শাস্তি তোমাদেরকে স্পর্শ করত",Religious,Not Hateful,"- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- মন্তব্যটি গঠনমূলক ও সৌজন্যমূলক আচরণ নির্দেশ করে।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।"
"যখন তোমরা মুখে মুখে এ ঘটনা ছড়াচ্ছিলে এবং এমন বিষয় মুখে উচ্চারন করছিলে যার কোন জ্ঞান তোমাদের ছিলনা এবং তোমরা একে তুচ্ছ মনে করেছিলে, যদিও আল্লাহর নিকট এটা ছিল গুরুতর বিষয়",Religious,Not Hateful,"- সবার জন্য সম্মানজনক এবং গ্রহণযোগ্য বাক্য।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।
- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।"
আল্লাহ তোমাদের উপদেশ দিচ্ছেন (তোমরা যদি মুমিন হও তবে) কখনও অনুরূপ আচরনের পুনরাবৃত্তি করোনা,Religious,Not Hateful,"- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।
- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।"
"আল্লাহ তমদের জন্য আয়াত সমূহ সুস্পষ্ট ভাবে বিবৃত করেন। আল্লাহ সর্বজ্ঞ, প্রজ্ঞাময়",Religious,Not Hateful,"- মন্তব্যটি নিরপেক্ষ এবং অমর্যাদাকর নয়।
- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।
- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।"
তাদের গ্রীবা ও বক্ষদেশ যেন ওড়না দ্বারা আবৃত করে,Religious,Not Hateful,"- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।
- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।
- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।"
"তোমাদের মধ্যে যারা ঐশ্বর্য ও প্রাচুর্যের অধিকারী অর্থাৎ (আবূ বকর) তারা যেন কসম না করে যে তারা আত্মীয়-স্বজন ও অভাবগ্রস্তকে অর্থাৎ মিসতাহ্কে কিছুই দেবে না। তোমরা কি চাও না আল্লাহ্ তোমাদেরকে ক্ষমা করেন? এবং আল্লাহ্ ক্ষমাশীল, পরম দয়ালু।",Religious,Not Hateful,"- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।
- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- মন্তব্যটি গঠনমূলক ও সৌজন্যমূলক আচরণ নির্দেশ করে।"
"যাদের মুখে ভর দিয়ে চলা অবস্থায় জাহান্নামে একত্র করা হবে, তাদেরই স্থান অতি নিকৃষ্ট এবং তারাই পথভ্রষ্ট",Religious,Not Hateful,"- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।
- মন্তব্যটি নিরপেক্ষ এবং অমর্যাদাকর নয়।
- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।"
"আর তারা আল্লাহর সঙ্গে কোন ইলাহ কে ডাকেনা। আল্লাহই যার হত্যা নিষেধ করেছেন, যথার্থ কারন ব্যতিরেকে তাকে হত্যা করেনা এবং ব্যভিচার করেনা। যে এগুলো করে সে শাস্তি ভোগ করবে",Religious,Not Hateful,"- সবার জন্য সম্মানজনক এবং গ্রহণযোগ্য বাক্য।
- মন্তব্যটি নিরপেক্ষ এবং অমর্যাদাকর নয়।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।"
কিয়ামতের দিন তার শাস্তি দ্বিগুণ করা হবে এবং সেখানে সে স্থায়ী হবে হীন অবস্থায়,Religious,Not Hateful,"- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।"
"তারা নহে, যারা তওবা করে, ঈমান আনে ও সৎকর্ম করে। আল্লাহ্ তাদের পাপ পরিবর্তন করে দিবেন পুণ্যের দ্বারা। আল্লাহ্ ক্ষমাশীল, পরম দয়ালু।",Religious,Not Hateful,"- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।"
আল্লাহ্ তা‘আলার বাণীঃ “অচিরেই নেমে আসবে অপরিহার্য ধ্বংস,Religious,Not Hateful,"- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।
- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।"
আমাকে লাঞ্ছিত করো না পুনরুত্থান দিবসে।,Religious,Not Hateful,"- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।
- মন্তব্যটি গঠনমূলক ও সৌজন্যমূলক আচরণ নির্দেশ করে।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।"
তোমার নিকটের আত্মীয়বর্গকে সতর্ক করে দাও এবং (মু’মিনদের প্রতি) বিনয়ী হও,Religious,Not Hateful,"- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।
- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।
- মন্তব্যটি গঠনমূলক ও সৌজন্যমূলক আচরণ নির্দেশ করে।"
"তুমি যাকে ভালবাস ইচ্ছা করলেই তাকে সৎপথে আনতে পারবে না, তবে আল্লাহ্‌ যাকে ইচ্ছা সৎপথে আনয়ন করেন",Religious,Not Hateful,"- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।
- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।
- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।"
যিনি তোমার জন্য কুরআনকে করেছেন বিধান,Religious,Not Hateful,"- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।
- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।"
আল্লাহর সৃষ্টিতে কোনই পরিবর্তন নেই,Religious,Not Hateful,"- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।
- মন্তব্যটি নিরপেক্ষ এবং অমর্যাদাকর নয়।
- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।"
"রাসূল সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, সকল মানব শিশুই ফিতরাত (ইসলাম) এর ওপর জন্ম গ্রহণ করে। তারপর তার পিতা ও মাতা তাকে ইহুদী, নাসারা অথবা অগ্নি উপাসক বানিয়ে দেয়। যেমন জানোয়ার পূর্ণ বাচ্চার জন্ম দেয়",Religious,Not Hateful,"- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- সবার জন্য সম্মানজনক এবং গ্রহণযোগ্য বাক্য।
- মন্তব্যটি নিরপেক্ষ এবং অমর্যাদাকর নয়।"
"আল্লাহর কোন শরীক করো না, নিশ্চয়ই শিরক চরম জুলুম",Religious,Not Hateful,"- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- মন্তব্যটি নিরপেক্ষ এবং অমর্যাদাকর নয়।"
"নিশ্চয়ই আল্লাহ্‌, তারই কাছে রয়েছে কিয়ামতের জ্ঞান",Religious,Not Hateful,"- মন্তব্যটি নিরপেক্ষ এবং অমর্যাদাকর নয়।
- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।
- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।"
"কেউ ই জানে না, তাদের জন্য কি লুকায়িত রয়েছে।",Religious,Not Hateful,"- মন্তব্যটি গঠনমূলক ও সৌজন্যমূলক আচরণ নির্দেশ করে।
- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।
- সবার জন্য সম্মানজনক এবং গ্রহণযোগ্য বাক্য।"
"রাসূল সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম এর আযাদকৃত গোলাম যায়িদ ইবনু হারিসাকে আমরা “যায়িদ ইবনু মুহাম্মদ-ই” ডাকতাম, যে পর্যন্ত না এ আয়াত নাযিল হয়। ""তোমরা তাদের পিতৃপরিচয়ে ডাক, আল্লাহর দৃষ্টিতে এটিই অধিক ন্যায়সংগত।""",Religious,Not Hateful,"- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।
- সবার জন্য সম্মানজনক এবং গ্রহণযোগ্য বাক্য।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।"
তাদের কেউ কেউ তার অঙ্গীকার পূরণ করেছে এবং কেউ কেউ প্রতীক্ষায় রয়েছে তারা তাতে কোন পরিবর্তন করেনি,Religious,Not Hateful,"- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- মন্তব্যটি নিরপেক্ষ এবং অমর্যাদাকর নয়।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।"
তাদের কেউ কেউ তার অঙ্গীকার পূরণ করেছে এবং কেউ কেউ প্রতীক্ষায় রয়েছে তারা তাতে কোন পরিবর্তন করেনি,Religious,Not Hateful,"- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।"
হে নবী! আপনি আপনার স্ত্রীদের বলুনঃ তোমরা যদি পার্থিব জীবন ও তার ভূষণ কামনা কর তবে আস আমি তোমাদের ভোগ-সামগ্রীর ব্যবস্থা করে দেই এবং সৌজন্যের সাথে তোমাদের বিদায় দেই,Religious,Not Hateful,"- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।
- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।"
"তুমি তোমার অন্তরে যা গোপন কর, আল্লাহ্‌ তা প্রকাশ করে দিচ্ছেন। তুমি লোকভয় করছিলে অথচ আল্লাহকেই ভয় করা তোমার পক্ষে অধিকতর সঙ্গত।",Religious,Not Hateful,"- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।
- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।"
"আর যদি তোমরা আল্লাহ্‌ তার রাসুল ও আখিরাতের জীবন কামনা কর, তবে তোমাদের মধ্যে যারা সৎকর্মশীল আল্লাহ্‌ তাদের মধ্যে মহা প্রতিদান প্রস্তুত রেখেছেন।",Religious,Not Hateful,"- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।
- মন্তব্যটি নিরপেক্ষ এবং অমর্যাদাকর নয়।
- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।"
"তুমি তাদের মধ্যে যাকে ইচ্ছা তোমার কাছ থেকে দূরে রাখতে পার এবং যাকে ইচ্ছা তোমার কাছে স্থান দিতে পার। আর তুমি যাকে দূরে রেখেছ, তাকে কামনা করলে তোমার কোন অপরাধ নেই।",Religious,Not Hateful,"- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।
- মন্তব্যটি নিরপেক্ষ এবং অমর্যাদাকর নয়।"
মু’মিনগণ! তোমরা খাওয়ার জন্য খাবার প্রস্তুতির অপেক্ষা না করে নাবীর ঘরে তোমাদেরকে অনুমতি না দেয়া পর্যন্ত প্রবেশ করবে না,Religious,Not Hateful,"- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।"
"তবে তোমাদেরকে ডাকা হলে তোমরা প্রবেশ করবে এবং খাওয়া শেষ হলে নিজেরাই চলে যাবে, কথাবার্তায় মাশগুল হয়ে পড়বে না। তোমাদের এ আচরণ অবশ্যই নাবীকে পীড়া দেয়।",Religious,Not Hateful,"- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।
- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।
- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।"
"আল্লাহ সত্য বলতে সংকোচবোধ করেন না। তোমরা যখন তাঁর পত্নীদের নিকট হতে কোন কিছু চাইবে, তখন পর্দার অন্তরাল থেকে চাইবে। এটা তোমাদের অন্তরের জন্য এবং তাদের অন্তরের জন্য অধিকতর পবিত্র উপায়।",Religious,Not Hateful,"- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।"
আল্লাহর রসূলকে কষ্ট দেয়া এবং তাঁর মৃত্যুর পর তাঁর পত্নীদেরকে বিবাহ করা তোমাদের কারও পক্ষে কখনও বৈধ নয়। এটা আল্লাহর কাছে সাংঘাতিক অপরাধ।,Religious,Not Hateful,"- মন্তব্যটি নিরপেক্ষ এবং অমর্যাদাকর নয়।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।
- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।"
"তোমরা কোন বিষয় প্রকাশ কর অথবা গোপন রাখ, আল্লাহ্‌ সকল বিষয়ে জ্ঞাত। নবী (সাঃ) এর পত্নীদের জন্য কোন গুনাহ নেই, তাদের পিতা, পুত্র, ভাই ভাতিজা, ভাগিনা, সাধারণ মহিলা এবং দাসীদের ব্যাপারে তোমরা আল্লাহ্‌কে ভয় কর। নিশ্চয়ই আল্লাহ্‌ সবকিছু দেখেন।",Religious,Not Hateful,"- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।
- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- সবার জন্য সম্মানজনক এবং গ্রহণযোগ্য বাক্য।"
"নিশ্চয়ই আল্লাহ্‌ এবং তার ফেরেশতারা নবীর প্রতি দুরুদ পাঠ করেন। হে মুমিনগণ (তোমরাও) তার প্রতি দুরুদ ও সালাম পাঠ কর। আবুল ‘আলীয়া (রহ.) বলেন, আল্লাহর সালাতের অর্থ নাবীর প্রতি ফেরেশতাদের সামনে আল্লাহর প্রশংসা।",Religious,Not Hateful,"- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- মন্তব্যটি গঠনমূলক ও সৌজন্যমূলক আচরণ নির্দেশ করে।
- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।"
"এমনকি যখন তাদের মন থেকে আতংক দূরীভূত হয়, তখন তারা বলে তোমাদের প্রতিপালক কি বলেছেন? তারা বলবে সত্যই। আর তিনি উচ্চ ও মহান",Religious,Not Hateful,"- মন্তব্যটি গঠনমূলক ও সৌজন্যমূলক আচরণ নির্দেশ করে।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।
- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।"
সে তো আমাদের সম্মুখে এক আসন্ন কঠিন শাস্তি সম্পর্কে সতর্ককারী মাত্র।,Religious,Not Hateful,"- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।
- মন্তব্যটি গঠনমূলক ও সৌজন্যমূলক আচরণ নির্দেশ করে।
- সবার জন্য সম্মানজনক এবং গ্রহণযোগ্য বাক্য।"
"এবং সূর্য ভ্রমন করে তার নির্দৃিষ্ট গন্তব্যের দিকে, এ পরাক্রমশালী সর্বজ্ঞের নিয়ন্ত্রন",Religious,Not Hateful,"- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।
- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।"
ইউনুস ছিলেন রাসুলদের একজন।,Religious,Not Hateful,"- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।
- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।"
"হে আমার রব! আমাকে দান করুন এমন এক রাজ্য, যার অধিকারী আমি ছাড়া কেউ না হয়। আপনি তো পরম দাতা ",Religious,Not Hateful,"- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।"
আমি বানোয়াটকারীদের অন্তর্ভুক্ত নই,Religious,Not Hateful,"- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।
- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।"
"বল হে আমার বান্দাগন! তোমরা যারা নিজেদের প্রতি অবিচার করেছ, আল্লাহর অনুগ্রহ থেকে নিরাশ হয়ো না। আল্লাহ্‌ সমুদয় পাপ ক্ষমা করে দিবেন। তিনি তো পরম ক্ষমাশীল, পরম দয়ালু।",Religious,Not Hateful,"- মন্তব্যটি গঠনমূলক ও সৌজন্যমূলক আচরণ নির্দেশ করে।
- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।"
হিন্দু ধর্মের আসল নাম কী?,Religious,Not Hateful,"- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।
- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।"
"ধর্মগ্রন্থে কজন দেবদেবীর উপাসনার কথা বলা হয়েছে, জানেন?",Religious,Not Hateful,"- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।"
হিন্দুরা অনেক দেবদেবীর পুজা করলেও হিন্দু ধর্ম গ্রন্থ গুলোতে হিন্দুদের কেবল মাত্র এক জন ইশ্বরের উপাসনা করতে বলা হয়েছে।,Religious,Not Hateful,"- সবার জন্য সম্মানজনক এবং গ্রহণযোগ্য বাক্য।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।
- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।"
হিন্দু ধর্মের আসল নাম সনাতন ধর্ম।,Religious,Not Hateful,"- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।
- সবার জন্য সম্মানজনক এবং গ্রহণযোগ্য বাক্য।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।"
পশ্চিমী পন্ডিতরা হিন্দু ধর্মকে বিভিন্ন ভারতীয় সংস্কৃতি এবং ঐতিহ্যের সংমিশ্রণ এবং সংশ্লেষণ হিসেবে গন্য করেন যার মূলে একক কোন ব্যক্তির অবদান নেই এবং এর একাধিক উত্‍পত্তি উত্‍স রয়েছে।,Religious,Not Hateful,"- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।
- কথার মধ্যে সম্মান ও মানবিকতা প্রতিফলিত।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।"
হিন্দু ধর্ম অনুসারে সকল দেবতা আসলে পরম ব্রহ্মার রূপেরই বহিপ্রকাশ।,Religious,Not Hateful,"- কোন অবমাননাকর শব্দ বা অর্থ প্রকাশ পায়নি।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- বাক্যটিতে অহেতুক বিরোধ সৃষ্টির ঝুঁকি নেই।"
"যে কোনো দেবতাকে, বা স্রস্টাকে পাওয়ার চেষ্টা করা মানে, আসলে ব্রহ্মাকে পাওয়ারই চেষ্টা করা। ",Religious,Not Hateful,"- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- ভাষায় সামাজিক বা ব্যক্তিগত আঘাতের অভাব।"
বেদের ‘ব্রহ্ম সুত্র’ তে আছে ‘একম ব্রহ্মা দ্বৈত্য নাস্তি নহিনা নাস্তি কিঞ্চন’ অর্থাত্‍ ইশ্বর এক তাঁর মত কেউ নেই কেউ নেই সামান্যও নেই । আরও আছে ‘তিনি একজন তাঁরই উপাসনা কর’ ।,Religious,Not Hateful,"- ভাষার উদ্দেশ্য ইতিবাচক বার্তা ছড়ানো।
- সারমর্মটি ইতিবাচক মনোভাব নির্দেশ করে।
- ভাষায় কোন বিদ্বেষ বা অপমানজনক ইঙ্গিত নেই।"
