Sample_text,Category,Final Label,Reasoning,Female_biased,Not Female_biased,Artist_biased Label,Not Artist_biased Label,Sportsman_biased Label,Not Sports_biased Label,Vlogger_biased Label,Not Vlogger_biased Label,Muslim_biased Label,Hindu_biased Label,Not Muslim and Hindu,Diplomacy_biased Label,Not Diplomacy_biased Label,Security_Analyst_biased Label,Not Security_Analyst_biased Label,Journalist_biased Label,Not Journalist_biased Label,Plitical Personality_biased Label,NonPlitical Personality_biased Label,International Relation Analyst_biased Label,Not International Relation Analyst_biased Label
হিটলার কে ধন্যবাদ কারণ ইহুদীরা আসলিই খারাপ,Religious,Offensive,"- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।",Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Harmful,Offensive,Harmful,Harmful,Harmful,Harmful,Harmful,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
ভারত কোন হিন্দুদের তাড়াচ্ছে না তাড়াচ্ছে মুসলিম জেহাদি মোল্লাদের,Religious,Offensive,"- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
নাস্তিকেরা এইসব গরু - ছাগল কই থেকে যে আনে,Religious,Offensive,"- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
মুসলিন জাতি বেইমান এবং জেহাদি ছিল  আছে  থাকবে,Religious,Offensive,"- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।",Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Harmful,Harmful,Offensive,Harmful,Harmful,Offensive,Harmful,Offensive,Harmful,Offensive,Offensive,Harmful
হিন্দু হয়ে সুসলমান সেজে কথা বলিস   তর মা গরুর চুদা খেয়ে তোকে জন্ম দিছে এটা সত্য না কি মিথ্যে আগে বল,Religious,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।",Offensive,Offensive,Harmful,Offensive,Offensive,Harmful,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive
শুধু আসাম না পশ্চিমবঙ্গ থেকে ও এই জেহাদি মুসলমানদের খেদানো হবে,Religious,Offensive,"- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।",Harmful,Harmful,Harmful,Offensive,Harmful,Harmful,Offensive,Harmful,Offensive,Harmful,Offensive,Offensive,Harmful,Harmful,Offensive,Harmful,Harmful,Harmful,Harmful,Harmful,Harmful
দেলোয়ার ভারতের মালাউন দের  পেসাব খেয়ে বাংলাদেশ  পাকিস্তান বেচে  আছে  বড়ো কথা বলিস কেন  লজ্জা লাগে না,Religious,Offensive,"- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।",Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive
মালাউনের বাচ্চাদের দেখলে বুঝা যায় মালুরা কত ভয়ংকর,Religious,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।",Harmful,Harmful,Harmful,Harmful,Offensive,Offensive,Offensive,Harmful,Offensive,Harmful,Offensive,Harmful,Offensive,Harmful,Harmful,Harmful,Harmful,Offensive,Harmful,Harmful,Harmful
শুয়োর গুলো কাদা ময়লার সমান কোরান ছাড়া কিছুই বোঝে না,Religious,Offensive,"- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful
তোরা বড় জানোয়ার আমরা আগে থেকে জানি দেখেছি সেই কাশ্মীরের মা বোনদের কান্না আজ যদি কোন হিন্দু রাষ্ট্র হতে তাহলে দিনের মধ্যে ভারত গিয়ে নাক গলাত মালাউনদের কখন ও বিশ্বাস করতে নাই আর বাংলাদেশে একটা হিন্দু মারলে করত মিটিং দমক দেয় কিন্তু বার্মাতে শত শত মোসলমান কে হত্যা করতে এই হারামীরা একটা প্রতিবাদ পর্যন্ত করে নাই কিন্তু এখন দেখতেছে সারা বিশ্বে প্রতিবাদের ঝড় উঠছে তাই নামের জন্য একটা কথা বলল আর কি,Religious,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।",Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Harmful,Offensive,Violence,Harmful,Harmful,Offensive,Harmful,Offensive,Harmful,Offensive,Offensive,Offensive
তুমি সহ তোমার এই গ্রুপ মনে হয় ইহুদী   তাই তোমাদের এমন আহ্বান   কারণ কোন সত্যিকারের মুসলিম কোন মুসলিমকে ভালো কোন কাজ থেকে বিরত থাকার আহ্বান জানায়না   বুঝেছ মালাউনের জাত,Religious,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive
সাআলা তুর মালাউনের দেষে আমি কি করবো এক টা পকুনি দেষ,Religious,Offensive,"- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
এই মালাউনরে গুলি করো কেউ,Religious,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।",Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence
এই বজ্জাত মহিলার সাথে সাথে জাতিসংঘ মহাসচিবের ও পদত্যাগ করা উচিত বলে মনে করি কেন বার্মা কে করা হচ্ছে না  তোমাদের মতো মালাউনের বাচ্চারা তো চাও যে মুসলমানরা শেষ হয়ে যাক অপেক্ষা করো ইমাম মেহেদী আর ঈসা আঃ খুব তাড়াতাড়ি আসতেছে তোদের কে জাহান্নামে পাঠানোর জন্য,Religious,Offensive,"- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।",Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Harmful,Harmful,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Harmful,Harmful,Harmful,Offensive
ইসলাম মানে অশান্তি ধর্ম,Religious,Offensive,"- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive
নিউজ দেখে কিছুই বলার নাই শুধু হতবাক হই আমাদের নিরীহ মুসলিমদের মেরে শেষ করে দিচ্ছে তাতে কোন শোক নাই মাথা ব্যথা নাই অথচ মালাউনদের জন্য উনার শোক হয় আবার উনি নিজেকে মুসলিম দাবি করে  ছিঃ ছিঃ ছিঃ হাসিনা,Religious,Offensive,"- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।",Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Harmful,Offensive,Harmful,Offensive,Harmful,Harmful,Harmful
পৃথিবীর সবচেয় অসভ্যজাত মালাউন মাল্লু মালু চির অভিশপ্ত এদের কারণে উপমহাদেশের কেউ শান্তিতে নেই,Religious,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।",Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful
হিন্দু মানে অশান্তির ধর্ম তারাই মুসলমানদেরকে নির্যাতিত করছে,Religious,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।",Harmful,Harmful,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Harmful,Harmful,Harmful,Offensive,Offensive,Offensive,Offensive,Harmful,Harmful,Offensive,Offensive
মালাউনের জাত ডান্ডি মানেই ভীতু,Religious,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
ওর টুপির নিচে শয়তান আছে মনে হয়,Religious,Offensive,"- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
ভারতে মুসলিম আরো বেশি হবে কারণ বড় বড় চোর গুন্ডা নেতা সবাই হিন্দু,Religious,Offensive,"- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
তর মায়রে চুদি মালাউনের বাচ্চা  বাংলাদেশ কি করবে আর কি করবে না সেটা তোরা বলার কে  তোদের কারনে বাংলাদেশ ধংশের দিকে যাচ্ছে,Religious,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।",Offensive,Offensive,Harmful,Harmful,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Harmful,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
মুতি খাওয়ার গোষ্ঠী মালাউনের বাচ্চা গুলি কে জিনদা পড়া দে,Religious,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।",Harmful,Harmful,Harmful,Harmful,Offensive,Harmful,Harmful,Harmful,Harmful,Harmful,Harmful,Harmful,Harmful,Harmful,Harmful,Harmful,Harmful,Offensive,Harmful,Harmful,Harmful
নাস্তিক দের বোকার মত যুক্তি শুনলে  আমার ইমান টা আরো মজবুত হয়,Religious,Offensive,"- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
ছায়েদুল হক বলেন মালাউনের বাচ্চারা বিষয়টি নিয়ে বাড়াবাড়ি করছে  আর এ ঘটনাকে ফুলিয়ে ফাঁপিয়ে প্রচার করে অতিরঞ্জিত করেছে সাংবাদিকরা  অথচ ঘটনা কিছুই নয়,Religious,Propaganda,"- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
দেশের মানুষ কি এতই মূর্খ যেখানে মালাউনের বাচ্চারাআমরা সারাক্ষন নিজেদের নিরাপত্তা নিয়ে সংশয় সেখানে কিভাবে শিমুল গাছে গা চুলকাতে যাই যেখানে গা থেকে রক্ত বের হওয়ার সম্ভাবনা থাকে না এটা ভন্ডবাদী ঐ ধর্মভিরুদের চক্রান্ত ছাড়া আর কিছুই নয়,Religious,Offensive,"- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।",Offensive,Offensive,Offensive,Harmful,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Harmful,Offensive,Harmful,Offensive,Harmful
তুই নাস্তিক হবি হিন্দু হবি খৃষ্টান কিনবা মুসলিম এটা তোর ব্যক্তি গত ব্যপার,Religious,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।",Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful,Not Hateful
তোগ রেন্ডিয়ারে থুথু ছিটায় সবাই   গো মূত্র মালু দেশ কি করছোছ এটা জানে   ব্রিটিশ রা তোগ রে ভিক্ষা দান করছিল রেন্ঠিয়ারে  কারন তারা জানে তোরা যে ভিখারির বাচ্চা   মালাউন আর গো মূত্র খাওয়া মালুর ভিখারিরা কথা আর যুক্তি দিয়ে পেরে না উঠলি যে দামড়ার মত হাম্বা হাম্বা করবি এটা সবাই জানে,Religious,Offensive,"- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Harmful
মালাউন দের বাঁশ ডুকাও বাঁশের পয়সা আমি দেব,Religious,Offensive,"- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।",Sexual Harassments,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Harmful,Offensive,Harmful,Harmful,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
মালাউন কথা ঠিককরেবল তোদের বাবা হচ্ছে পাকিস্তানেরা দেখিসনা তোদের খমোতানাই পাকিস্তানের সাথে যুদ্ধ করার,Religious,Offensive,"- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive
মালাউন খানকির পোলা শুন রেন্ডিয়া হলো বেশ্যার দেশ যা জাতিসংঘের দ্বারা স্বীকৃত   পাট ক্ষেতের ব্যাপারে তোর অভিজ্ঞতা তো দেখি দারুন   তোর মা কী পাট ক্ষেতে ভোদা বিলায় নাকি   নাকি তোর মাকে পাট নিয়ে চুদেছিলাম সেই ভিডিও দেখে চটে গেছিস   ওরে মাগীর পোলা ইরানের কাছে তোরা শত কোটি ডলার ঋনী হয়ে আছিস আর মোইদ্দা ছিনালের বেটা ইরানি প্রেসিডেন্টর পা ধরে সময় বাড়িয়ে এনেছে   বাপ মেয়েকে চোদে আর মা বাইরে থেকে পাহারা দেয়   স্কুলে গিয়ে রচনায় সেই চোদাচুদির কাহিনী লিখে দেয়   হাগিস তো খোলা মাঠে   সেদিন দেখলাম এক,Religious,Sexual Harassments,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।",Harmful,Harmful,Harmful,Harmful,Harmful,Harmful,Offensive,Offensive,Offensive,Harmful,Harmful,Harmful,Offensive,Offensive,Harmful,Offensive,Harmful,Harmful,Harmful,Offensive,Offensive
প্রথমে তুই ধ্বংস হবে তুই দাঁড়িওয়ালা পাঁঠাদের উস্তাদ তর নিজেরও দাড়ি আছে সালা মালাউন ফেরাউন,Religious,Offensive,"- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive
চুদি আৱবেৱ ধমঁ,Religious,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive
ইহুদী নাচারাদের দেশে বসে ইসলামের বিরুদ্ধে অনেক বড বড় কথা বলা যায়,Religious,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Harmful,Offensive,Harmful,Offensive
হিন্দু উল্লেখ করতে কি লজ্জা লাগে মালাউনরা যা বার বেড়েছে,Religious,Offensive,"- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- সাংস্কৃতিক বা সামাজিক মানদণ্ডে অশোভন মন্তব্য।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
বেদব তুই টয়লেটে পরে মরবি শয়তান কুতথার বাচছা হারামি নবীর দুশমন,Religious,Offensive,"- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।",Offensive,Harmful,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Harmful,Offensive,Harmful,Harmful,Offensive,Offensive,Offensive,Harmful,Harmful,Offensive,Offensive,Offensive,Offensive
তোমার চেহারার দিকে তাকিয়ে দেখ তোমাকে মোটেও ভাল মানুষ মনেহয়না শয়েতানের মত লাগে,Religious,Offensive,"- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Harmful,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
আগে বল তুই কই   তুই আসলে মুসলমানের সন্তান না,Religious,Offensive,"- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- ভাষা ব্যবহার জনমনে অসন্তোষ তৈরি করতে পারে।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
যখন বাংলাদেশ থেকে হিন্দুদেরকে তারানো হচ্ছিল তখন কোথায় ছিল সহিংশুনতা,Religious,Offensive,"- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- মন্তব্যের উদ্দেশ্য সামাজিক উত্তেজনা সৃষ্টি।",Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence,Violence
এই না হলে মালাউন কুত্তার জাত,Religious,Offensive,"- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- ব্যক্তিগত আক্রমণ ও অপমানজনক ভাষা।
- কথাগুলো জনসমক্ষে অপমানের উদ্দেশ্যে বলা হয়েছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
আরে জানোয়ার তুই ইসলামকে ঘীনা করিছ তা হলে তোর নামের সাথে কেন এখন পোরজনত ইসলাম লাগানো আছে,Religious,Offensive,"- অন্যের প্রতি বিদ্বেষপূর্ণ মনোভাব স্পষ্ট।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।
- অহেতুক বিদ্বেষ ছড়ানোর চেষ্টা করা হয়েছে।",Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive,Offensive
তোমার মায়রে চুদি সব নাস্তিকের মায়রে চুদি সব নাস্তিক মাইরা শেষ করুম,Religious,Offensive,"- স্পষ্ট লিঙ্গবৈষম্যের ইঙ্গিত দেওয়া হয়েছে।
- মন্তব্যটি আক্রমণাত্মক এবং অশালীন ভাষায় প্রণীত।
- অশ্লীল শব্দ সরাসরি ব্যক্তিকে অপমান করেছে।",Harmful,Harmful,Harmful,Offensive,Harmful,Harmful,Offensive,Harmful,Offensive,Harmful,Harmful,Sexual Harassments,Harmful,Harmful,Sexual Harassments,Offensive,Harmful,Harmful,Harmful,Harmful,Offensive
